2022.01.30T16:37:04 | root | model_performance | 134 | INFO |  Overall Performance. fbeta: 0.6599| precision: 0.7702| recall: 0.5772| accuracy: 0.8567
2022.01.30T16:37:04 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: workclass | feat_class: Private| fbeta: 0.6543| precision: 0.7830| recall: 0.5619| accuracy: 0.8679
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Dominican-Republic| fbeta: 1.0000| precision: 1.0000| recall: 1.0000| accuracy: 1.0000
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Hong| fbeta: 0.0000| precision: 1.0000| recall: 0.0000| accuracy: 0.6667
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Poland| fbeta: 0.0000| precision: 1.0000| recall: 0.0000| accuracy: 0.8889
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Honduras| fbeta: 1.0000| precision: 1.0000| recall: 1.0000| accuracy: 1.0000
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Iran| fbeta: 0.6667| precision: 0.5000| recall: 1.0000| accuracy: 0.7143
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Greece| fbeta: 0.4000| precision: 0.5000| recall: 0.3333| accuracy: 0.6250
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Outlying-US(Guam-USVI-etc)| fbeta: 1.0000| precision: 1.0000| recall: 1.0000| accuracy: 1.0000
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Thailand| fbeta: 1.0000| precision: 1.0000| recall: 1.0000| accuracy: 1.0000
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Yugoslavia| fbeta: 1.0000| precision: 1.0000| recall: 1.0000| accuracy: 1.0000
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: France| fbeta: 0.4000| precision: 0.3333| recall: 0.5000| accuracy: 0.5714
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Cambodia| fbeta: 0.0000| precision: 1.0000| recall: 0.0000| accuracy: 0.5000
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Nicaragua| fbeta: 1.0000| precision: 1.0000| recall: 1.0000| accuracy: 1.0000
2022.01.30T16:37:05 | root | model_performance_on_slices | 167 | INFO |  Slice Performance. cat_feat: native-country | feat_class: Trinadad&Tobago| fbeta: 1.0000| precision: 1.0000| recall: 1.0000| accuracy: 1.0000
